request_id,zone,breakdown_type,mechanic_id,proximity_km,specialization,spec_match,star_rating,available,jobs_completed,best_mechanic_selected
509,Kawempe,Electrical Fault,MECH_509_3,7.8,Electrical Specialist,1,4.4,1,60,0
509,Kawempe,Electrical Fault,MECH_509_4,1.46,Electrical Specialist,1,3.2,1,44,1
509,Kawempe,Electrical Fault,MECH_509_5,3.16,Electrical Specialist,1,3.8,0,143,0
510,Rubaga,Flat Tyre,MECH_510_1,7.5,Transmission Specialist,0,3.8,0,156,0
510,Rubaga,Flat Tyre,MECH_510_2,10.6,Electrical Specialist,0,3.6,1,231,0
510,Rubaga,Flat Tyre,MECH_510_3,7.88,Transmission Specialist,0,4.2,1,107,0
510,Rubaga,Flat Tyre,MECH_510_4,5.72,Brakes Specialist,0,4.1,1,55,1
510,Rubaga,Flat Tyre,MECH_510_5,5.93,Transmission Specialist,0,3.3,1,71,0
511,Kawempe,Electrical Fault,MECH_511_1,2.72,Electrical Specialist,1,4.5,1,37,1
511,Kawempe,Electrical Fault,MECH_511_2,2.12,Electrical Specialist,1,4.9,0,91,0
511,Kawempe,Electrical Fault,MECH_511_3,8.35,Brakes Specialist,0,3.4,0,107,0
511,Kawempe,Electrical Fault,MECH_511_4,4.44,Engine Specialist,0,3.8,1,29,0
511,Kawempe,Electrical Fault,MECH_511_5,3.32,Engine Specialist,0,4.6,1,202,0
512,Nakawa,Brakes Failing,MECH_512_1,1.38,Brakes Specialist,1,4.0,1,92,1
512,Nakawa,Brakes Failing,MECH_512_2,8.2,Engine Specialist,0,3.9,1,235,0
512,Nakawa,Brakes Failing,MECH_512_3,2.38,Transmission Specialist,0,3.5,0,33,0
512,Nakawa,Brakes Failing,MECH_512_4,5.32,Brakes Specialist,1,3.3,0,170,0
512,Nakawa,Brakes Failing,MECH_512_5,6.08,Brakes Specialist,1,3.5,1,33,0
513,Kawempe,Engine Stalled,MECH_513_1,7.37,Brakes Specialist,0,3.1,1,200,0
513,Kawempe,Engine Stalled,MECH_513_2,4.57,Engine Specialist,1,4.3,1,110,1
513,Kawempe,Engine Stalled,MECH_513_3,3.57,Electrical Specialist,0,4.8,1,140,0
513,Kawempe,Engine Stalled,MECH_513_4,7.99,Brakes Specialist,0,3.8,1,79,0
513,Kawempe,Engine Stalled,MECH_513_5,11.79,Transmission Specialist,0,3.8,1,95,0
514,Kampala Central,Electrical Fault,MECH_514_1,0.9,Engine Specialist,0,3.7,1,41,1
514,Kampala Central,Electrical Fault,MECH_514_2,8.33,Tyre & Suspension,0,4.2,1,225,0
514,Kampala Central,Electrical Fault,MECH_514_3,8.34,Brakes Specialist,0,4.5,1,84,0
514,Kampala Central,Electrical Fault,MECH_514_4,1.04,Tyre & Suspension,0,4.2,1,170,0
514,Kampala Central,Electrical Fault,MECH_514_5,11.98,Transmission Specialist,0,4.6,1,132,0
515,Kawempe,Transmission Issue,MECH_515_1,6.94,Tyre & Suspension,0,3.6,1,139,0
515,Kawempe,Transmission Issue,MECH_515_2,0.62,Transmission Specialist,1,3.8,1,129,1
515,Kawempe,Transmission Issue,MECH_515_3,4.21,Transmission Specialist,1,4.6,1,135,0
515,Kawempe,Transmission Issue,MECH_515_4,11.0,Tyre & Suspension,0,4.1,0,196,0
515,Kawempe,Transmission Issue,MECH_515_5,0.7,Brakes Specialist,0,3.5,1,168,0
516,Makindye,Engine Stalled,MECH_516_1,1.52,Electrical Specialist,0,4.1,1,143,1
516,Makindye,Engine Stalled,MECH_516_2,3.76,Transmission Specialist,0,3.4,0,142,0
516,Makindye,Engine Stalled,MECH_516_3,3.27,Tyre & Suspension,0,4.7,1,66,0
516,Makindye,Engine Stalled,MECH_516_4,11.65,Engine Specialist,1,4.8,1,20,0
516,Makindye,Engine Stalled,MECH_516_5,10.77,Engine Specialist,1,4.2,1,57,0
517,Makindye,Engine Stalled,MECH_517_1,11.48,Engine Specialist,1,3.4,1,248,0
517,Makindye,Engine Stalled,MECH_517_2,11.46,Engine Specialist,1,3.3,1,103,0
517,Makindye,Engine Stalled,MECH_517_3,7.87,Electrical Specialist,0,4.6,1,63,0
517,Makindye,Engine Stalled,MECH_517_4,7.0,Engine Specialist,1,4.0,1,216,1
517,Makindye,Engine Stalled,MECH_517_5,3.93,Engine Specialist,1,4.2,1,160,0
518,Nakawa,Transmission Issue,MECH_518_1,7.5,Brakes Specialist,0,4.5,1,125,0
518,Nakawa,Transmission Issue,MECH_518_2,4.6,Tyre & Suspension,0,3.6,1,166,1
518,Nakawa,Transmission Issue,MECH_518_3,11.08,Brakes Specialist,0,4.1,1,193,0
518,Nakawa,Transmission Issue,MECH_518_4,11.7,Brakes Specialist,0,4.3,1,186,0
518,Nakawa,Transmission Issue,MECH_518_5,8.45,Brakes Specialist,0,4.6,0,33,0
519,Kawempe,Electrical Fault,MECH_519_1,4.51,Electrical Specialist,1,3.6,1,104,1
519,Kawempe,Electrical Fault,MECH_519_2,1.38,Electrical Specialist,1,4.9,1,52,0
519,Kawempe,Electrical Fault,MECH_519_3,4.36,Transmission Specialist,0,3.4,0,66,0
519,Kawempe,Electrical Fault,MECH_519_4,2.47,Electrical Specialist,1,3.0,1,165,0
519,Kawempe,Electrical Fault,MECH_519_5,8.19,Brakes Specialist,0,3.4,1,215,0
520,Rubaga,Engine Stalled,MECH_520_1,4.43,Engine Specialist,1,3.7,1,29,1
520,Rubaga,Engine Stalled,MECH_520_2,6.54,Transmission Specialist,0,3.1,1,221,0
520,Rubaga,Engine Stalled,MECH_520_3,4.59,Engine Specialist,1,3.7,1,167,0
520,Rubaga,Engine Stalled,MECH_520_4,6.99,Engine Specialist,1,4.2,0,197,0
520,Rubaga,Engine Stalled,MECH_520_5,8.2,Engine Specialist,1,4.3,1,162,0
521,Kampala Central,Transmission Issue,MECH_521_1,11.16,Brakes Specialist,0,3.6,0,155,0
521,Kampala Central,Transmission Issue,MECH_521_2,2.07,Engine Specialist,0,4.7,1,18,0
521,Kampala Central,Transmission Issue,MECH_521_3,9.5,Engine Specialist,0,3.9,1,236,0
521,Kampala Central,Transmission Issue,MECH_521_4,6.11,Engine Specialist,0,4.3,1,142,0
521,Kampala Central,Transmission Issue,MECH_521_5,11.11,Transmission Specialist,1,4.2,1,138,1
522,Makindye,Electrical Fault,MECH_522_1,3.4,Transmission Specialist,0,4.8,1,37,0
522,Makindye,Electrical Fault,MECH_522_2,6.86,Tyre & Suspension,0,3.5,1,78,0
522,Makindye,Electrical Fault,MECH_522_3,6.59,Electrical Specialist,1,4.2,1,37,1
522,Makindye,Electrical Fault,MECH_522_4,3.17,Brakes Specialist,0,4.7,1,143,0
522,Makindye,Electrical Fault,MECH_522_5,4.07,Electrical Specialist,1,4.1,1,25,0
523,Kampala Central,Flat Tyre,MECH_523_1,4.59,Tyre & Suspension,1,4.4,1,54,1
523,Kampala Central,Flat Tyre,MECH_523_2,1.56,Brakes Specialist,0,3.3,0,176,0
523,Kampala Central,Flat Tyre,MECH_523_3,10.44,Tyre & Suspension,1,4.2,1,71,0
523,Kampala Central,Flat Tyre,MECH_523_4,6.74,Electrical Specialist,0,4.8,1,114,0
523,Kampala Central,Flat Tyre,MECH_523_5,2.31,Tyre & Suspension,1,4.2,0,52,0
524,Nakawa,Brakes Failing,MECH_524_1,4.08,Brakes Specialist,1,3.7,1,164,1
524,Nakawa,Brakes Failing,MECH_524_2,2.41,Electrical Specialist,0,3.5,0,76,0
524,Nakawa,Brakes Failing,MECH_524_3,8.31,Brakes Specialist,1,3.3,1,197,0
524,Nakawa,Brakes Failing,MECH_524_4,10.96,Transmission Specialist,0,4.5,1,222,0
524,Nakawa,Brakes Failing,MECH_524_5,10.12,Engine Specialist,0,4.6,1,42,0
525,Nakawa,Engine Stalled,MECH_525_1,1.45,Transmission Specialist,0,4.1,1,63,0
525,Nakawa,Engine Stalled,MECH_525_2,4.96,Engine Specialist,1,3.4,1,12,0
525,Nakawa,Engine Stalled,MECH_525_3,10.32,Engine Specialist,1,3.7,1,247,0
525,Nakawa,Engine Stalled,MECH_525_4,9.14,Brakes Specialist,0,3.9,1,243,0
525,Nakawa,Engine Stalled,MECH_525_5,0.8,Engine Specialist,1,4.7,1,85,1
526,Nakawa,Engine Stalled,MECH_526_1,10.21,Transmission Specialist,0,3.8,1,66,0
526,Nakawa,Engine Stalled,MECH_526_2,10.47,Engine Specialist,1,3.7,1,243,0
526,Nakawa,Engine Stalled,MECH_526_3,1.15,Engine Specialist,1,3.9,1,54,1
526,Nakawa,Engine Stalled,MECH_526_4,9.89,Transmission Specialist,0,3.1,1,114,0
526,Nakawa,Engine Stalled,MECH_526_5,8.66,Tyre & Suspension,0,4.0,1,51,0
527,Kampala Central,Transmission Issue,MECH_527_1,1.57,Tyre & Suspension,0,4.8,1,40,1
527,Kampala Central,Transmission Issue,MECH_527_2,7.37,Transmission Specialist,1,4.3,1,133,0
527,Kampala Central,Transmission Issue,MECH_527_3,7.9,Tyre & Suspension,0,3.0,1,236,0
527,Kampala Central,Transmission Issue,MECH_527_4,11.3,Brakes Specialist,0,4.5,1,47,0
527,Kampala Central,Transmission Issue,MECH_527_5,10.81,Electrical Specialist,0,4.8,1,137,0
528,Kampala Central,Transmission Issue,MECH_528_1,3.18,Transmission Specialist,1,3.6,1,95,1
528,Kampala Central,Transmission Issue,MECH_528_2,8.95,Engine Specialist,0,4.8,1,7,0
528,Kampala Central,Transmission Issue,MECH_528_3,5.83,Transmission Specialist,1,4.6,1,223,0
528,Kampala Central,Transmission Issue,MECH_528_4,10.98,Brakes Specialist,0,4.3,0,81,0
528,Kampala Central,Transmission Issue,MECH_528_5,3.82,Tyre & Suspension,0,3.8,0,149,0
529,Rubaga,Brakes Failing,MECH_529_1,1.25,Brakes Specialist,1,3.0,0,173,0
529,Rubaga,Brakes Failing,MECH_529_2,3.85,Engine Specialist,0,4.7,1,244,0
529,Rubaga,Brakes Failing,MECH_529_3,1.79,Engine Specialist,0,3.1,1,118,0
529,Rubaga,Brakes Failing,MECH_529_4,9.52,Brakes Specialist,1,4.4,1,171,1
529,Rubaga,Brakes Failing,MECH_529_5,7.06,Electrical Specialist,0,5.0,1,176,0
530,Kawempe,Flat Tyre,MECH_530_1,5.43,Tyre & Suspension,1,3.5,1,142,0
530,Kawempe,Flat Tyre,MECH_530_2,4.23,Brakes Specialist,0,4.8,1,96,1
530,Kawempe,Flat Tyre,MECH_530_3,4.72,Electrical Specialist,0,3.2,1,215,0
530,Kawempe,Flat Tyre,MECH_530_4,7.0,Engine Specialist,0,4.7,1,27,0
530,Kawempe,Flat Tyre,MECH_530_5,2.41,Brakes Specialist,0,3.4,1,195,0
531,Rubaga,Engine Stalled,MECH_531_1,0.8,Engine Specialist,1,4.5,1,115,1
531,Rubaga,Engine Stalled,MECH_531_2,2.82,Engine Specialist,1,4.9,1,112,0
531,Rubaga,Engine Stalled,MECH_531_3,1.76,Tyre & Suspension,0,3.8,1,180,0
531,Rubaga,Engine Stalled,MECH_531_4,6.45,Engine Specialist,1,4.2,0,203,0
531,Rubaga,Engine Stalled,MECH_531_5,7.59,Brakes Specialist,0,3.4,1,85,0
532,Nakawa,Electrical Fault,MECH_532_1,0.54,Tyre & Suspension,0,4.2,1,143,0
532,Nakawa,Electrical Fault,MECH_532_2,9.26,Electrical Specialist,1,4.9,1,188,1
532,Nakawa,Electrical Fault,MECH_532_3,9.52,Tyre & Suspension,0,4.3,1,238,0
532,Nakawa,Electrical Fault,MECH_532_4,6.48,Electrical Specialist,1,4.4,0,59,0
532,Nakawa,Electrical Fault,MECH_532_5,6.26,Electrical Specialist,1,3.1,0,62,0
533,Nakawa,Brakes Failing,MECH_533_1,1.74,Electrical Specialist,0,3.2,1,175,1
533,Nakawa,Brakes Failing,MECH_533_2,5.12,Engine Specialist,0,4.5,1,189,0
533,Nakawa,Brakes Failing,MECH_533_3,10.36,Tyre & Suspension,0,4.5,1,7,0
533,Nakawa,Brakes Failing,MECH_533_4,9.52,Electrical Specialist,0,3.8,1,189,0
533,Nakawa,Brakes Failing,MECH_533_5,7.07,Engine Specialist,0,4.5,1,6,0
534,Rubaga,Electrical Fault,MECH_534_1,2.18,Electrical Specialist,1,3.9,0,83,0
534,Rubaga,Electrical Fault,MECH_534_2,5.75,Electrical Specialist,1,3.6,1,71,0
534,Rubaga,Electrical Fault,MECH_534_3,2.26,Electrical Specialist,1,4.3,0,15,0
534,Rubaga,Electrical Fault,MECH_534_4,0.68,Engine Specialist,0,3.6,1,28,0
534,Rubaga,Electrical Fault,MECH_534_5,5.66,Electrical Specialist,1,4.5,1,132,1
535,Nakawa,Flat Tyre,MECH_535_1,3.1,Electrical Specialist,0,5.0,0,205,0
535,Nakawa,Flat Tyre,MECH_535_2,3.18,Brakes Specialist,0,4.9,0,33,0
535,Nakawa,Flat Tyre,MECH_535_3,8.35,Tyre & Suspension,1,3.8,1,83,0
535,Nakawa,Flat Tyre,MECH_535_4,4.42,Tyre & Suspension,1,4.8,1,6,1
535,Nakawa,Flat Tyre,MECH_535_5,2.8,Transmission Specialist,0,3.3,1,7,0
536,Kampala Central,Electrical Fault,MECH_536_1,7.96,Electrical Specialist,1,4.6,1,10,1
536,Kampala Central,Electrical Fault,MECH_536_2,5.5,Engine Specialist,0,3.3,1,195,0
536,Kampala Central,Electrical Fault,MECH_536_3,8.92,Brakes Specialist,0,4.3,1,144,0
536,Kampala Central,Electrical Fault,MECH_536_4,8.32,Electrical Specialist,1,4.9,1,31,0
536,Kampala Central,Electrical Fault,MECH_536_5,7.98,Electrical Specialist,1,3.3,1,240,0
537,Rubaga,Electrical Fault,MECH_537_1,3.47,Engine Specialist,0,4.5,1,78,0
537,Rubaga,Electrical Fault,MECH_537_2,10.76,Electrical Specialist,1,3.7,1,91,0
537,Rubaga,Electrical Fault,MECH_537_3,10.76,Transmission Specialist,0,4.9,1,195,0
537,Rubaga,Electrical Fault,MECH_537_4,0.98,Engine Specialist,0,3.6,1,128,0
537,Rubaga,Electrical Fault,MECH_537_5,2.53,Electrical Specialist,1,3.3,1,124,1
538,Makindye,Flat Tyre,MECH_538_1,5.55,Transmission Specialist,0,3.2,0,8,0
538,Makindye,Flat Tyre,MECH_538_2,9.7,Electrical Specialist,0,4.7,1,10,0
538,Makindye,Flat Tyre,MECH_538_3,10.54,Tyre & Suspension,1,3.3,1,58,0
538,Makindye,Flat Tyre,MECH_538_4,2.58,Transmission Specialist,0,3.4,1,97,0
538,Makindye,Flat Tyre,MECH_538_5,2.03,Tyre & Suspension,1,3.7,1,215,1
539,Kawempe,Electrical Fault,MECH_539_1,5.07,Electrical Specialist,1,4.8,1,124,1
539,Kawempe,Electrical Fault,MECH_539_2,2.09,Electrical Specialist,1,3.7,1,140,0
539,Kawempe,Electrical Fault,MECH_539_3,11.24,Engine Specialist,0,3.4,1,37,0
539,Kawempe,Electrical Fault,MECH_539_4,5.81,Engine Specialist,0,3.7,1,227,0
539,Kawempe,Electrical Fault,MECH_539_5,7.12,Electrical Specialist,1,4.6,0,28,0
540,Makindye,Transmission Issue,MECH_540_1,5.26,Transmission Specialist,1,3.6,1,113,1
540,Makindye,Transmission Issue,MECH_540_2,10.41,Brakes Specialist,0,3.7,1,100,0
540,Makindye,Transmission Issue,MECH_540_3,2.05,Tyre & Suspension,0,4.9,1,185,0
540,Makindye,Transmission Issue,MECH_540_4,3.4,Electrical Specialist,0,3.9,1,20,0
540,Makindye,Transmission Issue,MECH_540_5,2.92,Engine Specialist,0,3.0,1,186,0
541,Kawempe,Electrical Fault,MECH_541_1,1.83,Brakes Specialist,0,3.6,1,125,0
541,Kawempe,Electrical Fault,MECH_541_2,5.4,Tyre & Suspension,0,3.4,1,240,0
541,Kawempe,Electrical Fault,MECH_541_3,6.77,Transmission Specialist,0,3.8,1,63,0
541,Kawempe,Electrical Fault,MECH_541_4,0.9,Brakes Specialist,0,4.8,1,76,1
541,Kawempe,Electrical Fault,MECH_541_5,10.1,Tyre & Suspension,0,3.3,1,42,0
542,Kawempe,Electrical Fault,MECH_542_1,6.62,Electrical Specialist,1,3.8,1,246,1
542,Kawempe,Electrical Fault,MECH_542_2,11.39,Engine Specialist,0,4.3,1,133,0
542,Kawempe,Electrical Fault,MECH_542_3,0.55,Engine Specialist,0,3.9,1,210,0
542,Kawempe,Electrical Fault,MECH_542_4,2.97,Tyre & Suspension,0,3.2,1,239,0
542,Kawempe,Electrical Fault,MECH_542_5,4.35,Brakes Specialist,0,5.0,1,50,0
543,Kampala Central,Electrical Fault,MECH_543_1,10.07,Electrical Specialist,1,3.1,1,234,0
543,Kampala Central,Electrical Fault,MECH_543_2,5.57,Electrical Specialist,1,4.0,1,122,1
543,Kampala Central,Electrical Fault,MECH_543_3,2.38,Tyre & Suspension,0,3.5,1,38,0
543,Kampala Central,Electrical Fault,MECH_543_4,9.13,Transmission Specialist,0,3.8,1,139,0
543,Kampala Central,Electrical Fault,MECH_543_5,4.06,Engine Specialist,0,3.3,0,97,0
544,Kawempe,Engine Stalled,MECH_544_1,0.93,Engine Specialist,1,4.4,1,15,1
544,Kawempe,Engine Stalled,MECH_544_2,6.54,Brakes Specialist,0,4.5,1,69,0
544,Kawempe,Engine Stalled,MECH_544_3,0.77,Engine Specialist,1,5.0,0,54,0
544,Kawempe,Engine Stalled,MECH_544_4,4.67,Engine Specialist,1,3.2,1,46,0
544,Kawempe,Engine Stalled,MECH_544_5,11.25,Engine Specialist,1,4.2,1,119,0
545,Makindye,Transmission Issue,MECH_545_1,11.59,Electrical Specialist,0,4.8,1,191,0
545,Makindye,Transmission Issue,MECH_545_2,10.89,Brakes Specialist,0,3.3,1,191,0
545,Makindye,Transmission Issue,MECH_545_3,11.89,Transmission Specialist,1,4.7,1,33,0
545,Makindye,Transmission Issue,MECH_545_4,11.44,Transmission Specialist,1,4.7,1,15,1
545,Makindye,Transmission Issue,MECH_545_5,8.57,Brakes Specialist,0,3.6,1,66,0
546,Kampala Central,Engine Stalled,MECH_546_1,9.45,Engine Specialist,1,3.9,1,36,1
546,Kampala Central,Engine Stalled,MECH_546_2,8.83,Transmission Specialist,0,4.1,1,167,0
546,Kampala Central,Engine Stalled,MECH_546_3,3.19,Transmission Specialist,0,4.4,1,74,0
546,Kampala Central,Engine Stalled,MECH_546_4,3.11,Transmission Specialist,0,4.1,1,237,0
546,Kampala Central,Engine Stalled,MECH_546_5,9.08,Electrical Specialist,0,4.8,1,161,0
547,Makindye,Brakes Failing,MECH_547_1,5.46,Brakes Specialist,1,4.9,1,18,1
547,Makindye,Brakes Failing,MECH_547_2,5.61,Engine Specialist,0,3.3,1,158,0
547,Makindye,Brakes Failing,MECH_547_3,8.52,Brakes Specialist,1,4.8,1,109,0
547,Makindye,Brakes Failing,MECH_547_4,5.03,Engine Specialist,0,3.9,1,110,0
547,Makindye,Brakes Failing,MECH_547_5,6.73,Brakes Specialist,1,4.2,0,147,0
548,Makindye,Engine Stalled,MECH_548_1,7.82,Engine Specialist,1,3.8,1,222,1
548,Makindye,Engine Stalled,MECH_548_2,10.29,Electrical Specialist,0,5.0,1,10,0
548,Makindye,Engine Stalled,MECH_548_3,10.39,Electrical Specialist,0,3.5,1,16,0
548,Makindye,Engine Stalled,MECH_548_4,3.72,Engine Specialist,1,4.4,0,7,0
548,Makindye,Engine Stalled,MECH_548_5,4.89,Transmission Specialist,0,3.7,0,129,0
549,Kawempe,Brakes Failing,MECH_549_1,7.72,Electrical Specialist,0,4.1,1,217,0
549,Kawempe,Brakes Failing,MECH_549_2,2.21,Brakes Specialist,1,4.2,1,139,1
549,Kawempe,Brakes Failing,MECH_549_3,2.53,Brakes Specialist,1,3.5,1,39,0
549,Kawempe,Brakes Failing,MECH_549_4,4.39,Electrical Specialist,0,3.2,1,204,0
549,Kawempe,Brakes Failing,MECH_549_5,6.31,Electrical Specialist,0,4.4,1,124,0
550,Kampala Central,Engine Stalled,MECH_550_1,6.45,Engine Specialist,1,4.9,1,230,0
550,Kampala Central,Engine Stalled,MECH_550_2,9.58,Electrical Specialist,0,4.2,1,42,0
550,Kampala Central,Engine Stalled,MECH_550_3,8.72,Brakes Specialist,0,3.2,1,158,0
550,Kampala Central,Engine Stalled,MECH_550_4,11.79,Engine Specialist,1,3.3,1,55,0
550,Kampala Central,Engine Stalled,MECH_550_5,1.03,Engine Specialist,1,3.8,1,174,1
551,Kampala Central,Electrical Fault,MECH_551_1,1.51,Engine Specialist,0,4.4,1,205,0
551,Kampala Central,Electrical Fault,MECH_551_2,8.42,Electrical Specialist,1,4.2,1,62,1
551,Kampala Central,Electrical Fault,MECH_551_3,8.34,Brakes Specialist,0,3.8,1,60,0
551,Kampala Central,Electrical Fault,MECH_551_4,11.22,Tyre & Suspension,0,4.5,1,126,0
551,Kampala Central,Electrical Fault,MECH_551_5,7.8,Tyre & Suspension,0,4.6,1,217,0
552,Nakawa,Electrical Fault,MECH_552_1,9.74,Electrical Specialist,1,4.6,0,79,0
552,Nakawa,Electrical Fault,MECH_552_2,4.18,Tyre & Suspension,0,4.6,1,64,1
552,Nakawa,Electrical Fault,MECH_552_3,8.25,Brakes Specialist,0,4.4,1,129,0
552,Nakawa,Electrical Fault,MECH_552_4,4.41,Electrical Specialist,1,4.2,0,62,0
552,Nakawa,Electrical Fault,MECH_552_5,4.74,Brakes Specialist,0,4.3,1,160,0
553,Kawempe,Electrical Fault,MECH_553_1,0.97,Transmission Specialist,0,3.0,1,40,0
553,Kawempe,Electrical Fault,MECH_553_2,2.71,Tyre & Suspension,0,5.0,1,225,0
553,Kawempe,Electrical Fault,MECH_553_3,2.65,Electrical Specialist,1,4.5,0,112,0
553,Kawempe,Electrical Fault,MECH_553_4,7.41,Brakes Specialist,0,4.8,1,212,0
553,Kawempe,Electrical Fault,MECH_553_5,4.91,Engine Specialist,0,4.5,1,68,1
554,Rubaga,Electrical Fault,MECH_554_1,0.65,Brakes Specialist,0,4.3,0,228,0
554,Rubaga,Electrical Fault,MECH_554_2,11.53,Transmission Specialist,0,5.0,1,216,0
554,Rubaga,Electrical Fault,MECH_554_3,3.6,Engine Specialist,0,4.6,1,192,0
554,Rubaga,Electrical Fault,MECH_554_4,0.69,Brakes Specialist,0,4.3,1,230,1
554,Rubaga,Electrical Fault,MECH_554_5,2.56,Engine Specialist,0,3.7,1,183,0
555,Kampala Central,Brakes Failing,MECH_555_1,6.04,Brakes Specialist,1,4.9,0,214,0
555,Kampala Central,Brakes Failing,MECH_555_2,5.75,Engine Specialist,0,4.0,1,184,0
555,Kampala Central,Brakes Failing,MECH_555_3,0.97,Brakes Specialist,1,3.7,1,223,1
555,Kampala Central,Brakes Failing,MECH_555_4,1.91,Electrical Specialist,0,3.6,1,104,0
555,Kampala Central,Brakes Failing,MECH_555_5,4.94,Transmission Specialist,0,3.0,1,248,0
556,Kampala Central,Engine Stalled,MECH_556_1,4.21,Brakes Specialist,0,4.4,1,15,0
556,Kampala Central,Engine Stalled,MECH_556_2,6.32,Brakes Specialist,0,4.9,1,40,0
556,Kampala Central,Engine Stalled,MECH_556_3,3.46,Engine Specialist,1,4.4,1,35,0
556,Kampala Central,Engine Stalled,MECH_556_4,3.33,Engine Specialist,1,4.1,1,5,1
556,Kampala Central,Engine Stalled,MECH_556_5,9.77,Engine Specialist,1,3.6,1,206,0
557,Rubaga,Electrical Fault,MECH_557_1,5.04,Tyre & Suspension,0,3.3,1,93,0
557,Rubaga,Electrical Fault,MECH_557_2,4.48,Electrical Specialist,1,3.8,0,59,0
557,Rubaga,Electrical Fault,MECH_557_3,9.53,Engine Specialist,0,5.0,1,102,0
557,Rubaga,Electrical Fault,MECH_557_4,3.62,Engine Specialist,0,3.3,1,233,1
557,Rubaga,Electrical Fault,MECH_557_5,3.08,Engine Specialist,0,4.0,1,80,0
558,Rubaga,Flat Tyre,MECH_558_1,4.85,Transmission Specialist,0,3.4,1,199,0
558,Rubaga,Flat Tyre,MECH_558_2,11.15,Tyre & Suspension,1,4.4,1,184,0
558,Rubaga,Flat Tyre,MECH_558_3,4.9,Brakes Specialist,0,4.9,1,104,0
558,Rubaga,Flat Tyre,MECH_558_4,4.07,Brakes Specialist,0,4.9,1,192,0
558,Rubaga,Flat Tyre,MECH_558_5,1.91,Tyre & Suspension,1,4.8,1,22,1
559,Kawempe,Electrical Fault,MECH_559_1,10.91,Transmission Specialist,0,4.8,1,69,0
559,Kawempe,Electrical Fault,MECH_559_2,1.84,Electrical Specialist,1,3.9,1,22,1
559,Kawempe,Electrical Fault,MECH_559_3,3.49,Transmission Specialist,0,3.5,0,197,0
559,Kawempe,Electrical Fault,MECH_559_4,2.54,Electrical Specialist,1,4.7,1,75,0
559,Kawempe,Electrical Fault,MECH_559_5,11.56,Transmission Specialist,0,4.1,0,18,0
560,Makindye,Flat Tyre,MECH_560_1,9.13,Brakes Specialist,0,3.6,1,14,0
560,Makindye,Flat Tyre,MECH_560_2,4.9,Brakes Specialist,0,4.6,1,90,0
560,Makindye,Flat Tyre,MECH_560_3,3.29,Tyre & Suspension,1,5.0,1,24,0
560,Makindye,Flat Tyre,MECH_560_4,2.34,Tyre & Suspension,1,3.3,1,169,1
560,Makindye,Flat Tyre,MECH_560_5,8.85,Engine Specialist,0,3.8,1,15,0
561,Makindye,Engine Stalled,MECH_561_1,10.95,Tyre & Suspension,0,4.2,1,7,0
561,Makindye,Engine Stalled,MECH_561_2,11.96,Transmission Specialist,0,4.9,1,174,0
561,Makindye,Engine Stalled,MECH_561_3,1.05,Tyre & Suspension,0,4.4,0,67,0
561,Makindye,Engine Stalled,MECH_561_4,3.07,Brakes Specialist,0,3.2,1,210,0
561,Makindye,Engine Stalled,MECH_561_5,3.62,Engine Specialist,1,3.7,1,111,1
562,Makindye,Electrical Fault,MECH_562_1,7.71,Electrical Specialist,1,4.5,0,27,0
562,Makindye,Electrical Fault,MECH_562_2,2.86,Tyre & Suspension,0,3.8,1,238,1
562,Makindye,Electrical Fault,MECH_562_3,7.42,Electrical Specialist,1,3.4,1,171,0
562,Makindye,Electrical Fault,MECH_562_4,7.15,Tyre & Suspension,0,3.7,1,84,0
562,Makindye,Electrical Fault,MECH_562_5,4.23,Engine Specialist,0,4.9,1,35,0
563,Makindye,Engine Stalled,MECH_563_1,6.16,Transmission Specialist,0,4.1,1,215,0
563,Makindye,Engine Stalled,MECH_563_2,3.13,Engine Specialist,1,3.0,1,65,0
563,Makindye,Engine Stalled,MECH_563_3,1.38,Engine Specialist,1,4.6,1,93,1
563,Makindye,Engine Stalled,MECH_563_4,2.42,Tyre & Suspension,0,4.2,1,63,0
563,Makindye,Engine Stalled,MECH_563_5,2.12,Engine Specialist,1,3.1,1,99,0
564,Makindye,Electrical Fault,MECH_564_1,10.52,Transmission Specialist,0,4.1,1,136,0
564,Makindye,Electrical Fault,MECH_564_2,9.29,Electrical Specialist,1,4.2,1,60,0
564,Makindye,Electrical Fault,MECH_564_3,2.31,Electrical Specialist,1,4.8,1,155,1
564,Makindye,Electrical Fault,MECH_564_4,8.58,Electrical Specialist,1,4.0,1,20,0
564,Makindye,Electrical Fault,MECH_564_5,7.61,Brakes Specialist,0,3.1,1,130,0
565,Nakawa,Transmission Issue,MECH_565_1,3.59,Tyre & Suspension,0,3.6,1,152,0
565,Nakawa,Transmission Issue,MECH_565_2,4.75,Transmission Specialist,1,4.2,1,208,1
565,Nakawa,Transmission Issue,MECH_565_3,8.13,Transmission Specialist,1,4.0,1,218,0
565,Nakawa,Transmission Issue,MECH_565_4,3.84,Tyre & Suspension,0,4.0,1,135,0
565,Nakawa,Transmission Issue,MECH_565_5,11.09,Electrical Specialist,0,4.2,1,108,0
566,Makindye,Transmission Issue,MECH_566_1,7.96,Brakes Specialist,0,4.9,1,23,0
566,Makindye,Transmission Issue,MECH_566_2,5.58,Brakes Specialist,0,3.7,1,67,0
